date,HOUST,HOUST_dt,UNRATENSA,UNRATENSA_dt,EMRATIO,EMRATIO_dt,UEMPMED,UEMPMED_dt,UMCSENT,UMCSENT_dt,USSLIND,USSLIND_dt,KCFSI,KCFSI_dt,IPMAN,IPMAN_dt,VIXCLS,VIXCLS_dt,DGS10,DGS10_dt
desc,Housing Starts: Total: New Privately Owned Housing Units Started,,Civilian Unemployment Rate NSA,,Civilian Employment-Population Ratio,,Median Duration of Unemployment,,University of Michigan: Consumer Sentiment,,Leading Index For United States,,Kansas City Financial Stress Index,,Industrial Production: Manufacturing (NAICS),,CBOE Volatility Index: NSA,,10-Year Treasury Constant Maturity Rate,
1/1/1970,,,,,,,,,,,,,,,,,,,,
1/2/1970,,,,,,,,,,,,,,,,,,,,
1/3/1970,,,,,,,,,,,,,,,,,,,,
1/4/1970,,,,,,,,,,,,,,,,,,,,
1/5/1970,,,,,,,,,,,,,,,,,,,,
1/6/1970,,,,,,,,,,,,,,,,,,,,
1/7/1970,,,,,,,,,,,,,,,,,,,,
1/8/1970,,,,,,,,,,,,,,,,,,,,
1/9/1970,,,,,,,,,,,,,,,,,,,,
1/10/1970,,,,,,,,,,,,,,,,,,,,
1/11/1970,,,,,,,,,,,,,,,,,,,,
1/12/1970,,,,,,,,,,,,,,,,,,,,
1/13/1970,,,,,,,,,,,,,,,,,,,,
1/14/1970,,,,,,,,,,,,,,,,,,,,
1/15/1970,,,,,,,,,,,,,,,,,,,,
1/16/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/17/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/18/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/19/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/20/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/21/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/22/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/23/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/24/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/25/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/26/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/27/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/28/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/29/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/30/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
1/31/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/1/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/2/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/3/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/4/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/5/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/6/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/7/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/8/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/9/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/10/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/11/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/12/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/13/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/14/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/15/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/16/1970,1245,12/1/1969,,,,,,,,,,,,,,,,,,
2/17/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/18/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/19/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/20/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/21/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/22/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/23/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/24/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/25/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/26/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/27/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
2/28/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/1/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/2/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/3/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/4/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/5/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/6/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/7/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/8/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/9/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/10/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/11/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/12/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/13/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/14/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/15/1970,1166,1/1/1970,,,,,,,,,,,,,,,,,,
3/16/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/17/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/18/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/19/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/20/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/21/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/22/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/23/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/24/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/25/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/26/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/27/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/28/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/29/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/30/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
3/31/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/1/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/2/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/3/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/4/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/5/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/6/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/7/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/8/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/9/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/10/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/11/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/12/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/13/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/14/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/15/1970,1321,2/1/1970,,,,,,,,,,,,,,,,,,
4/16/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/17/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/18/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/19/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/20/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/21/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/22/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/23/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/24/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/25/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/26/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/27/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/28/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/29/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
4/30/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/1/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/2/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/3/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/4/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/5/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/6/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/7/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/8/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/9/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/10/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/11/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/12/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/13/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/14/1970,1383,3/1/1970,,,,,,,,,,,,,,,,,,
5/15/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/16/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/17/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/18/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/19/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/20/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/21/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/22/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/23/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/24/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/25/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/26/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/27/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/28/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/29/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/30/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
5/31/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/1/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/2/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/3/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/4/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/5/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/6/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/7/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/8/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/9/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/10/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/11/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/12/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/13/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/14/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/15/1970,1181,4/1/1970,,,,,,,,,,,,,,,,,,
6/16/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/17/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/18/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/19/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/20/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/21/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/22/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/23/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/24/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/25/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/26/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/27/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/28/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/29/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
6/30/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/1/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/2/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/3/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/4/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/5/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/6/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/7/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/8/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/9/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/10/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/11/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/12/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/13/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/14/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/15/1970,1200,5/1/1970,,,,,,,,,,,,,,,,,,
7/16/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/17/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/18/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/19/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/20/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/21/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/22/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/23/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/24/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/25/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/26/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/27/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/28/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/29/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/30/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
7/31/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/1/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/2/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/3/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/4/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/5/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/6/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/7/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/8/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/9/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/10/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/11/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/12/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/13/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/14/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/15/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/16/1970,1358,6/1/1970,,,,,,,,,,,,,,,,,,
8/17/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/18/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/19/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/20/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/21/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/22/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/23/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/24/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/25/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/26/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/27/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/28/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/29/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/30/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
8/31/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/1/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/2/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/3/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/4/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/5/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/6/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/7/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/8/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/9/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/10/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/11/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/12/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/13/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/14/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/15/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/16/1970,1585,7/1/1970,,,,,,,,,,,,,,,,,,
9/17/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/18/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/19/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/20/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/21/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/22/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/23/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/24/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/25/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/26/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/27/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/28/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/29/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
9/30/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/1/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/2/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/3/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/4/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/5/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/6/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/7/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/8/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/9/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/10/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/11/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/12/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/13/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/14/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/15/1970,1431,8/1/1970,,,,,,,,,,,,,,,,,,
10/16/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/17/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/18/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/19/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/20/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/21/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/22/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/23/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/24/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/25/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/26/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/27/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/28/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/29/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/30/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
10/31/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/1/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/2/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/3/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/4/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/5/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/6/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/7/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/8/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/9/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/10/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/11/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/12/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/13/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/14/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/15/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/16/1970,1504,9/1/1970,,,,,,,,,,,,,,,,,,
11/17/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/18/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/19/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/20/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/21/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/22/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/23/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/24/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/25/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/26/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/27/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/28/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/29/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
11/30/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/1/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/2/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/3/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/4/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/5/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/6/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/7/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/8/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/9/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/10/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/11/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/12/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/13/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/14/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/15/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/16/1970,1550,10/1/1970,,,,,,,,,,,,,,,,,,
12/17/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/18/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/19/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/20/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/21/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/22/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/23/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/24/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/25/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/26/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/27/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/28/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/29/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/30/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
12/31/1970,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/1/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/2/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/3/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/4/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/5/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/6/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/7/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/8/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/9/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/10/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/11/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/12/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/13/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/14/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/15/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/16/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/17/1971,1692,11/1/1970,,,,,,,,,,,,,,,,,,
1/18/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/19/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/20/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/21/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/22/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/23/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/24/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/25/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/26/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/27/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
1/28/1971,1987,12/1/1970,,,,,,,,,,,,,,,,,,
