date,HOUST,HOUST_dt,UNRATENSA,UNRATENSA_dt,EMRATIO,EMRATIO_dt,UEMPMED,UEMPMED_dt,UMCSENT,UMCSENT_dt,USSLIND,USSLIND_dt,KCFSI,KCFSI_dt,IPMAN,IPMAN_dt,VIXCLS,VIXCLS_dt,DGS10,DGS10_dt
desc,Housing Starts: Total: New Privately Owned Housing Units Started,,Civilian Unemployment Rate NSA,,Civilian Employment-Population Ratio,,Median Duration of Unemployment,,University of Michigan: Consumer Sentiment,,Leading Index For United States,,Kansas City Financial Stress Index,,Industrial Production: Manufacturing (NAICS),,CBOE Volatility Index: NSA,,10-Year Treasury Constant Maturity Rate,
12/7/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/8/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/9/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/10/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/11/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/12/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/13/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/14/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/15/1975,1458,10/1/1975,,,,,,,,,,,,,,,,,,
12/16/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/17/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/18/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/19/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/20/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/21/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/22/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/23/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/24/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/25/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/26/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/27/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/28/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/29/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/30/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
12/31/1975,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/1/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/2/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/3/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/4/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/5/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/6/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/7/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/8/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/9/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/10/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/11/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/12/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/13/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/14/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/15/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/16/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/17/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/18/1976,1375,11/1/1975,,,,,,,,,,,,,,,,,,
1/19/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/20/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/21/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/22/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/23/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/24/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/25/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/26/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/27/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/28/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/29/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/30/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
1/31/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/1/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/2/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/3/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/4/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/5/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/6/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/7/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/8/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/9/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/10/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/11/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/12/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/13/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/14/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/15/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/16/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/17/1976,1309,12/1/1975,,,,,,,,,,,,,,,,,,
2/18/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/19/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/20/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/21/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/22/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/23/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/24/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/25/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/26/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/27/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/28/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
2/29/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/1/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/2/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/3/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/4/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/5/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/6/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/7/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/8/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/9/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/10/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/11/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/12/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/13/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/14/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/15/1976,1221,1/1/1976,,,,,,,,,,,,,,,,,,
3/16/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/17/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/18/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/19/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/20/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/21/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/22/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/23/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/24/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/25/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/26/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/27/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/28/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/29/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/30/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
3/31/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/1/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/2/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/3/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/4/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/5/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/6/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/7/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/8/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/9/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/10/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/11/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/12/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/13/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/14/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/15/1976,1555,2/1/1976,,,,,,,,,,,,,,,,,,
4/16/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/17/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/18/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/19/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/20/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/21/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/22/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/23/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/24/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/25/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/26/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/27/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/28/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/29/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
4/30/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/1/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/2/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/3/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/4/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/5/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/6/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/7/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/8/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/9/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/10/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/11/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/12/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/13/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/14/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/15/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/16/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/17/1976,1444,3/1/1976,,,,,,,,,,,,,,,,,,
5/18/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/19/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/20/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/21/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/22/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/23/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/24/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/25/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/26/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/27/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/28/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/29/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/30/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
5/31/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/1/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/2/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/3/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/4/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/5/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/6/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/7/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/8/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/9/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/10/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/11/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/12/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/13/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/14/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/15/1976,1372,4/1/1976,,,,,,,,,,,,,,,,,,
6/16/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/17/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/18/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/19/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/20/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/21/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/22/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/23/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/24/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/25/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/26/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/27/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/28/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/29/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
6/30/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/1/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/2/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/3/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/4/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/5/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/6/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/7/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/8/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/9/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/10/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/11/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/12/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/13/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/14/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/15/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/16/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/17/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/18/1976,1415,5/1/1976,,,,,,,,,,,,,,,,,,
7/19/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/20/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/21/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/22/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/23/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/24/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/25/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/26/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/27/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/28/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/29/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/30/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
7/31/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/1/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/2/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/3/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/4/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/5/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/6/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/7/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/8/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/9/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/10/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/11/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/12/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/13/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/14/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/15/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/16/1976,1492,6/1/1976,,,,,,,,,,,,,,,,,,
8/17/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/18/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/19/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/20/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/21/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/22/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/23/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/24/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/25/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/26/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/27/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/28/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/29/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/30/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
8/31/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/1/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/2/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/3/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/4/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/5/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/6/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/7/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/8/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/9/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/10/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/11/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/12/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/13/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/14/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/15/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/16/1976,1387,7/1/1976,,,,,,,,,,,,,,,,,,
9/17/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/18/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/19/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/20/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/21/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/22/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/23/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/24/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/25/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/26/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/27/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/28/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/29/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
9/30/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/1/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/2/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/3/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/4/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/5/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/6/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/7/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/8/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/9/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/10/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/11/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/12/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/13/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/14/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/15/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/16/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/17/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/18/1976,1542,8/1/1976,,,,,,,,,,,,,,,,,,
10/19/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/20/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/21/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/22/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/23/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/24/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/25/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/26/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/27/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/28/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/29/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/30/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
10/31/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/1/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/2/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/3/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/4/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/5/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/6/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/7/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/8/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/9/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/10/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/11/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/12/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/13/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/14/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/15/1976,1814,9/1/1976,,,,,,,,,,,,,,,,,,
11/16/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/17/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/18/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/19/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/20/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/21/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/22/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/23/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/24/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/25/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/26/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/27/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/28/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/29/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
11/30/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/1/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/2/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/3/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/4/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/5/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/6/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/7/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/8/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/9/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/10/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/11/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/12/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/13/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/14/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/15/1976,1792,10/1/1976,,,,,,,,,,,,,,,,,,
12/16/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/17/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/18/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/19/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/20/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/21/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/22/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/23/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/24/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/25/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/26/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/27/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/28/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/29/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
12/30/1976,1705,11/1/1976,,,,,,,,,,,,,,,,,,
