Date,Technology (IYW),Basic Materials (IYM),Consumer Goods (IYK),Services (IYC),Healthcare (IYH),Utilities (IDU)
9/17/2004,38.680618,35.597565,37.395721,48.023109,47.964294,40.238976
9/20/2004,39.039181,35.589718,36.612251,47.653858,47.648022,40.103718
9/21/2004,39.290184,35.793655,36.454041,47.996738,47.889381,40.238976
9/22/2004,38.501324,35.487743,36.069847,47.390076,47.215244,40.065063
9/23/2004,38.644772,35.205349,36.107517,47.548325,46.948921,39.743
9/24/2004,38.169647,35.589581,36.060627,47.797256,47.08733,39.797527
9/27/2004,37.829021,35.542343,35.795876,47.42783,46.695419,39.784554
9/28/2004,37.86488,36.4557,36.12114,47.35746,47.237419,40.148041
9/29/2004,38.366867,36.59742,36.279991,47.586155,47.279102,39.998745
9/30/2004,38.519257,37.109241,36.401028,47.718086,46.478622,40.154545
10/1/2004,39.774246,37.321819,36.786816,48.219467,47.028957,40.492077
10/4/2004,40.087994,37.479301,36.885162,48.474541,47.295792,40.563499
10/5/2004,40.2673,37.424183,36.597702,48.456955,47.0373,40.745247
10/6/2004,40.482414,37.998962,36.696041,48.685642,46.96225,40.972427
10/7/2004,40.186607,37.463535,36.401028,48.316216,45.778194,40.686813
10/8/2004,39.451538,37.25095,36.09845,47.832439,45.469673,40.855587
10/11/2004,39.568085,37.117104,36.196785,48.113922,45.653114,40.751728
10/12/2004,39.299129,36.778534,36.075748,47.964375,45.586391,40.972427
10/13/2004,39.442585,35.802177,35.901764,47.876415,45.177822,40.537521
10/14/2004,39.066086,35.849411,35.901764,47.436619,44.877625,40.453148
10/15/2004,39.128826,36.124992,35.984974,47.718086,44.894318,40.836124
10/18/2004,39.648754,36.022644,36.196785,48.105118,45.319565,40.621922
10/19/2004,39.74736,35.077782,35.947151,47.806053,44.610813,40.381737
10/20/2004,39.819077,35.321857,36.090874,47.586155,44.777569,40.634884
10/21/2004,40.428635,35.621098,36.196785,47.876415,44.252247,40.725758
10/22/2004,39.621849,35.37698,35.863934,47.489399,43.877026,40.836124
10/25/2004,39.505325,35.8573,35.576469,47.42783,43.593513,41.478748
10/26/2004,39.568085,36.203751,36.083317,48.289841,44.435692,41.972076
10/27/2004,40.57206,36.392708,36.348076,49.143032,45.653114,41.835751
10/28/2004,40.670681,35.999012,36.499367,49.345333,45.48634,41.634529
10/29/2004,40.733425,36.42421,36.355644,49.301365,45.544712,41.881195
11/1/2004,40.95752,36.495064,36.446407,49.398106,45.044407,42.147339
11/2/2004,41.07407,36.392708,36.506931,49.758751,44.527416,41.491726
11/3/2004,41.181629,36.928131,36.991081,49.943466,46.220119,42.238213
11/4/2004,41.522266,37.754879,37.936649,50.911015,46.211784,43.185936
11/5/2004,42.051167,37.872978,38.103069,51.30685,46.645409,42.926281
11/8/2004,42.033226,37.841492,38.133316,51.139713,46.403576,43.315746
11/9/2004,42.078064,38.298183,38.027431,51.210091,46.536995,43.289791
11/10/2004,41.576065,38.290302,38.25436,51.298046,46.411911,43.257324
11/11/2004,42.212521,38.479256,38.579639,51.676281,46.745457,43.744179
11/12/2004,42.759342,38.951691,38.867096,52.010525,46.753777,44.243988
11/15/2004,43.198589,38.739105,38.753635,52.42392,46.987263,43.958382
11/16/2004,42.884857,38.487156,38.56451,51.817013,46.645409,43.938915
11/17/2004,43.404762,38.723354,38.829273,51.852188,46.645409,43.503994
11/18/2004,43.727474,38.912331,38.988132,51.913769,46.662083,43.737675
11/19/2004,42.929653,38.605267,38.579639,51.271664,45.994987,43.458561
11/22/2004,43.0462,39.085545,38.685539,51.649891,46.12841,44.133648
11/23/2004,42.956551,38.959564,38.625034,52.00172,45.953293,44.412762
11/24/2004,43.279255,39.250919,38.844402,52.24802,46.145084,44.594517
11/26/2004,43.108948,39.78632,38.768761,52.353561,46.386887,44.678913
11/29/2004,43.216515,39.746948,38.806583,51.799412,46.386887,44.250481
11/30/2004,42.983437,39.557983,38.594769,51.245262,46.495285,43.685757
12/1/2004,43.879883,40.014656,39.05621,52.142471,47.254105,43.419617
12/2/2004,43.933651,39.424137,39.5933,52.12487,47.762737,42.945759
12/3/2004,44.166721,39.41626,39.419315,52.045692,47.112347,43.211891
12/6/2004,44.650776,39.243034,39.313412,51.896172,47.229065,43.594887
12/7/2004,43.969513,38.290302,39.071354,51.64109,46.753777,43.146996
12/8/2004,43.861935,38.392658,39.222641,51.711464,47.537609,42.978207
12/9/2004,43.79023,38.573765,39.759731,52.204029,47.937859,43.075577
12/10/2004,43.646805,38.652496,39.729469,52.24802,47.829445,43.127499
12/13/2004,43.906754,39.180046,39.880756,52.415146,48.037914,43.770142
12/14/2004,44.130859,39.21154,40.213612,52.766968,48.371441,43.925922
12/15/2004,44.193604,39.652462,40.327068,53.07481,48.613274,44.23101
12/16/2004,43.960545,39.361137,40.092575,52.890121,49.24699,44.243988
12/17/2004,43.691612,39.243034,39.963974,52.635025,48.479843,44.360832
12/20/2004,43.386826,39.227291,39.79755,52.58226,47.912838,44.639957
12/21/2004,43.745392,39.865067,40.153099,52.995678,48.279739,45.022961
12/22/2004,43.933651,39.865067,40.327068,53.294739,48.688309,45.094349
12/23/2004,44.059135,39.956028,40.34758,53.153847,48.911339,45.084522
12/27/2004,43.83181,39.797821,40.195721,53.285919,48.869572,44.698563
12/28/2004,44.04097,40.122158,40.590549,53.743855,49.445885,45.012566
12/29/2004,44.104607,40.13797,40.484238,53.928757,49.337299,44.999493
12/30/2004,44.09552,39.861107,40.613323,54.025642,49.40411,45.176113
12/31/2004,44.068233,39.837364,40.484238,53.884731,49.270477,44.94062
1/3/2005,43.659008,39.315277,40.142574,53.585346,48.660748,44.214493
1/4/2005,42.767826,38.342293,39.785709,52.92487,48.268185,43.965912
1/5/2005,42.549576,37.891388,39.550339,52.757557,48.092793,43.566872
1/6/2005,42.231304,38.310635,39.793312,52.76638,48.527122,43.632301
1/7/2005,42.385902,38.302719,39.869232,52.72234,48.49371,43.534168
1/10/2005,42.431377,38.43721,40.264069,52.748756,48.819439,43.723866
1/11/2005,42.131268,38.05751,40.127392,52.546207,48.502048,43.671543
1/12/2005,42.376804,38.342293,40.150169,52.828007,48.911339,43.678093
1/13/2005,41.88575,38.184071,39.808487,52.343662,48.167961,43.835091
1/14/2005,42.140354,38.642883,40.188133,52.783978,48.376766,44.332241
1/18/2005,42.540497,38.816925,40.613323,53.33876,48.719219,44.659332
1/19/2005,41.376499,38.563774,40.590549,52.872047,48.335007,44.535038
1/20/2005,41.285553,38.350193,40.37035,52.238003,48.268185,44.410748
1/21/2005,40.912716,38.294823,40.051464,51.903366,47.850574,44.266827
1/24/2005,40.339802,37.685711,39.823669,51.410206,47.458004,44.59391
1/25/2005,40.594437,37.859749,39.937565,51.603951,47.73365,44.266827
1/26/2005,41.049126,38.120785,40.043865,51.929775,47.959152,44.927521
1/27/2005,41.176441,38.366016,40.33997,51.788879,47.959152,45.045269
1/28/2005,41.167336,38.31855,40.33997,51.64798,47.499767,45.064907
1/31/2005,41.476536,38.745712,40.681652,52.000225,47.599995,45.581684
2/1/2005,41.731152,39.077961,40.780354,52.141132,48.084438,45.974182
2/2/2005,41.758419,39.39439,41.053696,52.43174,48.092793,46.183495
2/3/2005,41.294636,39.125412,40.962589,52.238003,48.034328,46.281639
2/4/2005,42.194935,39.497227,41.433338,52.669495,48.585571,46.746075
2/7/2005,42.01305,39.607964,41.365005,52.792786,48.585571,46.654514
2/8/2005,42.304062,39.528858,41.3498,52.687096,48.69416,46.818031
2/9/2005,41.631111,38.998852,40.841099,52.035442,48.167961,46.621784
2/10/2005,41.68568,39.600048,41.023319,52.22039,48.226433,46.647945
2/11/2005,42.103973,40.019306,41.076473,52.616665,48.74427,46.739544
2/14/2005,42.240398,40.027218,41.213131,52.396515,48.735916,47.092785
2/15/2005,42.467743,40.264534,41.281475,52.828007,48.819439,47.014294
2/16/2005,42.304062,40.818264,41.220726,52.669495,48.69416,47.275959
2/17/2005,41.87664,40.715439,41.076473,52.493366,48.660748,47.105877
2/18/2005,41.70388,41.07933,40.917027,52.334862,49.278828,46.549835
2/22/2005,41.303738,40.517677,40.203308,51.445446,48.644047,45.391975
2/23/2005,41.112793,40.992317,40.590549,51.621563,48.953079,45.660191
2/24/2005,41.558357,41.609329,40.894241,51.692013,49.228703,46.02652
2/25/2005,41.694763,42.218449,41.197956,51.920975,49.746559,46.850758
2/28/2005,41.70388,41.917831,40.962589,51.947392,48.861206,46.569462
3/1/2005,42.213108,41.854542,41.289074,52.466961,49.337299,46.804974
3/2/2005,42.01305,41.775444,41.076473,52.563828,49.429161,46.765701
3/3/2005,41.740231,41.783363,41.175175,52.634274,49.379044,46.929245
3/4/2005,41.822071,42.96994,41.372597,52.977715,49.7215,47.648838
3/7/2005,42.331345,42.590237,41.304249,53.145042,49.830086,48.02169
3/8/2005,42.040337,42.384563,41.015739,52.757557,49.512695,47.688072
3/9/2005,41.958481,42.487396,40.689243,52.334862,49.153549,46.876923
3/10/2005,41.949409,41.909931,40.704433,52.238003,49.278828,47.171299
3/11/2005,41.476536,42.147247,40.628506,52.149921,48.894623,46.935783
3/14/2005,41.58567,42.076054,40.833504,52.299622,49.36235,47.603035
3/15/2005,41.158245,41.917831,40.651287,52.440544,48.794395,47.570316
3/16/2005,40.821777,41.023945,40.241276,52.097092,48.309959,47.033936
3/17/2005,40.739929,41.51442,40.127392,52.387699,48.343365,47.315208
3/18/2005,40.421654,41.553947,40.051464,52.097092,48.418541,47.105877
3/21/2005,40.594437,41.285007,39.967934,51.88575,48.176311,47.092785
3/22/2005,40.23978,41.182159,39.573116,51.515896,48.193024,46.275093
3/23/2005,40.339802,40.691715,39.573116,51.515896,48.644047,45.928398
3/24/2005,40.593758,40.669498,39.622662,51.552013,48.74028,46.43066
3/28/2005,40.520939,40.495102,39.775089,51.860409,48.782127,46.483398
3/29/2005,40.366203,39.519978,39.439739,51.234829,48.48085,45.85722
3/30/2005,40.839493,40.059059,40.079937,51.930874,49.284283,46.516365
3/31/2005,40.77578,40.495102,39.97324,51.95731,48.916035,46.990948
4/1/2005,40.475418,40.471317,39.691246,51.322941,48.598007,47.20187
4/4/2005,40.639256,40.273125,39.866547,51.622501,48.74028,47.261181
4/5/2005,40.539139,40.32069,40.102795,51.95731,49.702713,47.524845
4/6/2005,40.466331,40.518883,40.003716,51.728241,49.752918,47.425991
4/7/2005,41.130745,40.843918,40.239983,51.966118,50.213211,47.762157
4/8/2005,40.693859,40.233482,40.20187,51.499153,49.911942,47.531452
4/11/2005,40.475418,40.114571,40.072304,51.437481,49.903553,47.795116
4/12/2005,40.748474,40.043213,40.460999,51.789906,50.154629,48.348804
4/13/2005,40.047634,38.885777,39.957989,51.270065,50.179737,47.953308
4/14/2005,39.456039,37.68866,39.645515,50.741417,50.087673,47.452362
4/15/2005,38.209084,36.745262,39.150139,49.860336,50.48938,46.569088
4/18/2005,38.22728,37.316055,39.005344,49.957256,50.070934,46.878891
4/19/2005,38.673283,38.10091,39.333069,49.9925,50.213211,47.478722
4/20/2005,38.436626,37.323994,38.624279,49.093811,49.485123,47.043667
4/21/2005,39.437824,38.053345,39.485474,50.142292,50.062565,47.518269
4/22/2005,39.082859,37.577667,39.165394,49.340508,50.112782,47.768753
4/25/2005,39.383217,38.085052,39.531208,49.833916,50.104404,48.183994
4/26/2005,38.946323,37.355717,39.249226,49.604828,49.953777,47.650105
4/27/2005,39.07375,36.83247,39.287312,49.692928,50.330364,47.900558
4/28/2005,38.573158,36.57877,39.028217,49.067368,49.870087,47.544628
4/29/2005,39.046452,37.300205,39.142517,49.137852,50.547966,48.131279
5/2/2005,39.210293,37.625256,39.386406,49.551971,50.757195,48.381748
5/3/2005,39.273994,37.799667,39.554073,49.640072,50.999897,48.111492
5/4/2005,39.756393,38.528999,39.965614,50.415417,51.351391,48.190594
5/5/2005,39.701759,38.449738,39.858921,50.380184,51.343018,47.979679
5/6/2005,39.902008,38.513161,39.790314,50.380184,51.083576,47.920341
5/9/2005,40.120453,38.560711,39.897022,50.565205,51.53548,48.322433
5/10/2005,39.601643,37.958214,39.66077,50.089428,51.267693,48.019215
5/11/2005,39.956627,37.926495,39.912258,50.133472,51.476906,48.249928
5/12/2005,39.974831,36.769047,39.576935,49.957256,51.301163,47.702831
5/13/2005,40.439011,36.174461,39.272068,49.692928,50.882725,46.984348
5/16/2005,40.884991,36.103111,39.706486,50.362553,51.527122,47.228249
5/17/2005,41.067036,36.737339,40.041832,50.697369,51.594059,47.854427
5/18/2005,41.713261,37.649021,40.537201,51.56963,51.635914,47.940128
5/19/2005,42.050026,37.522182,40.76585,51.939682,51.719604,48.104939
5/20/2005,42.177452,37.181293,40.872543,51.807533,51.635914,48.157627
5/23/2005,42.323078,37.625256,40.86491,52.133526,51.828407,47.986259
5/24/2005,42.514217,37.538036,40.796322,52.036602,51.870232,48.039001
5/25/2005,42.432293,37.006882,40.575298,51.76347,51.560593,48.08514
5/26/2005,42.832771,37.339832,40.239983,52.071846,51.778191,48.309265
5/27/2005,42.841877,37.506321,40.682007,52.168762,51.652653,48.559715
5/31/2005,42.605236,37.16544,40.560074,51.904438,51.301163,48.737701
6/1/2005,42.987495,37.831367,40.803947,52.28331,51.560593,49.212292
6/2/2005,43.215031,37.720379,40.90303,52.715054,51.644291,49.166142
6/3/2005,42.732662,37.680744,40.613411,52.274502,51.334644,49.212292
6/6/2005,42.596127,37.593525,40.598175,52.450729,51.326275,49.278202
6/7/2005,42.432293,37.775879,40.826805,52.51239,51.368126,49.350719
6/8/2005,42.450497,37.569744,40.77346,52.22163,51.016617,49.403442
6/9/2005,42.732662,37.498383,40.689636,52.406654,51.376484,49.469349
6/10/2005,42.368595,37.799667,40.735355,52.371426,51.142151,49.765987
6/13/2005,42.4869,38.092987,40.788708,52.51239,51.460186,49.990086
6/14/2005,42.213848,38.25946,40.826805,53.049843,51.803295,50.128517
6/15/2005,42.450497,38.497314,40.849678,53.032227,51.686138,49.95713
6/16/2005,42.650745,39.163231,40.941128,53.129162,51.970665,49.910988
6/17/2005,42.614338,39.0998,41.20787,53.15559,52.238476,50.266926
6/20/2005,42.527798,38.632523,41.093105,53.185551,52.313095,50.499928
6/21/2005,42.810165,38.353909,41.131367,53.159092,52.229256,50.493309
6/22/2005,42.91037,38.409641,41.031895,53.238434,51.969315,50.851799
6/23/2005,42.627987,37.557861,40.557537,52.462772,51.617165,50.977928
6/24/2005,41.981281,37.016544,40.014324,51.977978,51.315308,50.533138
6/27/2005,41.671604,36.984695,39.953098,51.872215,51.214684,50.924816
6/28/2005,42.05415,37.494164,40.465729,52.515667,51.684235,51.389519
6/29/2005,42.136127,37.541931,40.41217,52.383438,51.684235,51.236843
6/30/2005,41.6898,36.936943,40.067883,52.127846,51.231457,51.34967
7/1/2005,41.799126,36.952847,40.09848,52.171902,51.281765,51.874149
7/5/2005,41.990398,37.127991,40.350964,52.815342,51.432686,52.000275
7/6/2005,42.090591,36.992661,40.014324,52.365833,51.248226,51.157177
7/7/2005,42.154343,37.127991,39.945461,52.356983,51.248226,51.548843
7/8/2005,43.08342,37.828522,40.496334,53.141472,51.919018,52.026833
7/11/2005,43.411339,38.353909,40.825325,53.379463,51.969315,52.378666
7/12/2005,43.766567,38.377785,40.909492,53.749668,52.111877,52.571198
7/13/2005,44.021606,38.194695,41.15432,53.467606,51.74292,52.637573
7/14/2005,44.313068,38.131008,41.414444,53.670353,52.053177,52.033466
7/15/2005,44.267525,38.138973,41.4221,53.855438,52.27956,52.046741
7/18/2005,44.176445,38.091213,41.322632,53.828976,52.028019,51.947151
7/19/2005,44.90514,38.79174,41.498604,53.952396,52.086712,52.133038
7/20/2005,44.759388,39.420624,41.521553,54.172749,52.757511,52.285759
7/21/2005,44.285751,39.317127,41.33794,53.952396,52.153793,51.422703
7/22/2005,44.331291,39.587784,41.529209,54.208008,52.170559,51.927265
7/25/2005,44.121803,39.23753,41.360882,53.917137,51.801632,51.887417
7/26/2005,44.358624,38.743969,41.322632,54.313778,51.986111,51.854233
7/27/2005,44.449699,38.9828,41.414444,54.42836,52.447266,52.113129
7/28/2005,44.540787,39.524101,41.781689,54.966053,52.908424,52.464977
7/29/2005,44.331291,39.372875,41.529209,54.49007,52.707195,52.425167
8/1/2005,44.331291,39.30917,41.4221,54.60466,52.975513,51.913952
8/2/2005,44.850479,39.786808,41.613384,54.736862,53.235451,52.996067
8/3/2005,44.996201,40.049507,41.567467,54.613476,53.319279,53.215134
8/4/2005,44.67741,39.595757,41.314987,54.005283,52.816193,52.790272
8/5/2005,44.540787,39.356934,40.917137,53.679157,52.363411,51.874149
8/8/2005,44.194675,39.388779,40.702904,53.494049,52.078327,50.818592
8/9/2005,44.422367,39.579819,40.825325,53.943588,52.547874,51.256741
8/10/2005,44.039825,39.842525,40.810028,53.793747,52.648495,51.416088
8/11/2005,43.948734,40.216671,40.940094,54.084602,52.967129,51.688251
8/12/2005,43.675468,40.017658,40.771767,53.917137,52.673645,51.635139
8/15/2005,44.021606,39.961937,41.008953,54.340221,52.740723,51.834312
8/16/2005,43.566177,39.134052,40.588142,53.317776,52.380203,51.037655
8/17/2005,43.87587,39.038513,40.572845,53.643898,52.430492,50.885002
8/18/2005,43.584381,38.66436,41.024258,53.414703,52.405346,51.077496
8/19/2005,43.584381,38.751934,41.024258,53.220814,52.212479,51.48909
8/22/2005,43.757458,38.831528,41.192566,53.097408,52.028019,51.827679
8/23/2005,43.803001,38.194695,41.031895,52.965191,51.902248,52.086594
8/24/2005,43.538841,37.772774,40.695255,52.445141,51.709385,51.933884
8/25/2005,43.538841,37.860363,40.871231,52.57737,51.784851,52.312298
8/26/2005,43.374889,37.653381,40.741154,52.356983,51.533302,52.139694
8/29/2005,43.812099,37.916077,40.970688,52.515667,52.0364,52.378666
8/30/2005,43.72102,37.661343,40.66465,52.039692,52.028019,52.338844
8/31/2005,44.021606,38.107121,41.307339,52.445141,52.547874,52.876568
9/1/2005,43.812099,38.226536,41.039551,51.942726,52.665257,53.586903
9/2/2005,43.812099,38.123035,40.970688,51.784073,52.640121,53.48732
9/6/2005,44.340408,38.290215,41.498604,52.63026,53.369595,54.051624
9/7/2005,44.313068,38.584759,41.567467,53.018082,53.713375,54.018414
9/8/2005,44.495262,38.497204,41.276741,52.612617,53.621143,53.600197
9/9/2005,44.67741,39.022598,41.590397,52.973991,53.939758,54.224205
9/12/2005,44.722954,39.094246,41.621029,53.141472,53.788841,54.210953
9/13/2005,44.759388,38.537006,41.353249,52.506851,53.185123,53.746239
9/14/2005,44.294865,38.720093,41.192566,52.004421,52.883274,53.971931
9/15/2005,44.121803,38.560879,41.292027,52.066135,52.958721,54.350334
9/16/2005,44.395046,38.974831,41.360882,52.224785,53.218666,54.728756
9/19/2005,44.058037,38.751934,41.093105,51.554905,52.858131,54.715462
9/20/2005,43.894089,38.091213,40.695255,50.867378,52.581409,54.443272
9/21/2005,43.311119,37.70911,40.090824,50.100536,52.296329,53.633373
9/22/2005,43.356674,37.764828,40.274448,50.743969,52.321491,53.195225
9/23/2005,43.511513,37.927952,40.469582,50.882404,52.300476,53.464535
9/26/2005,43.465981,38.015923,40.446537,50.838333,52.199707,53.76527
9/27/2005,43.247364,37.919952,40.738461,50.847145,52.031731,53.912308
9/28/2005,43.493309,38.071911,40.715412,50.609104,51.905739,54.380157
9/29/2005,43.97607,38.295807,41.207077,51.102837,52.090523,54.968231
9/30/2005,44.303974,38.615665,41.322304,51.42025,52.224907,54.894718
10/3/2005,44.449699,38.559685,41.399132,51.402596,52.199707,55.549679
10/4/2005,43.930515,38.103878,40.99197,51.199814,52.493679,54.59399
10/5/2005,43.302017,36.928394,40.531025,50.573807,51.569778,52.929916
10/6/2005,42.810165,36.696487,40.300575,50.520905,51.13303,52.241566
10/7/2005,42.928574,37.208267,40.169987,50.679619,51.049042,52.709385
10/10/2005,42.491367,37.040348,39.770519,50.459194,50.889458,51.853931
10/11/2005,42.272762,37.056316,39.732094,50.229969,50.561901,51.853931
10/12/2005,41.981281,36.704475,39.555416,49.66568,50.469528,50.891567
10/13/2005,42.245438,36.592529,39.493938,49.656857,50.78867,49.815598
10/14/2005,42.436714,36.824429,39.762821,50.18586,51.191826,50.350246
10/17/2005,42.527798,37.144291,40.223751,50.229969,51.107838,50.891567
10/18/2005,42.44582,36.584518,39.916462,49.78912,51.141426,50.016083
10/19/2005,42.983223,36.968361,40.193039,50.7766,51.687355,50.209888
10/20/2005,42.682652,36.496571,39.901096,50.238781,50.654293,48.846535
10/21/2005,43.019653,36.968361,39.839657,50.194695,50.309933,49.494793
10/24/2005,43.502411,37.927952,40.315941,50.9706,50.839066,50.691086
10/25/2005,43.256489,37.871975,40.208397,50.573807,50.553509,50.811382
10/26/2005,43.156292,38.119862,39.885746,50.177052,49.990776,50.123013
10/27/2005,42.527798,37.56012,39.432495,49.163105,49.6968,49.688614
10/28/2005,42.864822,38.271816,40.162292,49.974266,50.351913,50.664333
10/31/2005,43.22916,38.263813,40.385078,50.697254,50.713081,51.025238
11/1/2005,43.420441,38.415756,40.193039,50.838333,50.59549,50.116322
11/2/2005,43.894089,39.01548,40.577137,51.667103,50.755085,50.430416
11/3/2005,44.458805,38.831562,40.569447,51.834633,51.074234,50.443798
11/4/2005,44.622768,38.839577,40.523365,51.949245,51.351414,50.410385
11/7/2005,44.850479,38.895561,40.607868,52.257858,51.393394,50.236629
11/8/2005,44.732059,38.7756,40.369724,51.869904,51.301014,50.183167
11/9/2005,44.832272,38.663651,40.32362,51.984535,51.376595,50.557407
11/10/2005,45.087296,39.007507,40.661648,52.742779,52.031731,50.356926
11/11/2005,45.141953,39.55127,40.784538,52.85741,52.115723,49.949249
11/14/2005,45.287693,39.359356,40.630913,52.927929,51.67057,49.648518
11/15/2005,45.114639,39.295372,40.431164,52.27549,52.056911,49.655224
11/16/2005,45.315022,39.215424,40.408119,52.222572,51.914143,49.929214
11/17/2005,45.907066,39.855148,40.630913,52.945564,52.208099,50.724491
11/18/2005,46.025475,39.96711,40.723106,53.14835,52.359276,50.797997
11/21/2005,46.034588,40.366917,40.930496,53.404045,52.510456,50.851475
11/22/2005,46.362507,40.446896,41.091843,53.730278,52.384487,50.971767
11/23/2005,46.599319,40.454887,41.184032,54.012413,52.376076,51.419533
11/25/2005,46.817928,40.654808,41.322304,54.038868,52.443275,51.66013
11/28/2005,46.571999,40.390926,41.068798,53.49221,51.737759,51.392807
11/29/2005,46.371616,40.894699,41.207077,53.298252,51.754562,51.573235
11/30/2005,46.453594,40.59885,40.976608,52.945564,51.603382,50.998501
12/1/2005,47.173161,41.342522,41.291569,53.465782,52.023327,51.432892
12/2/2005,47.2187,41.18259,41.276203,53.642105,52.216499,51.332668
12/5/2005,46.881687,41.342522,41.107193,53.351135,52.241688,51.392807
12/6/2005,47.000099,41.638386,41.076473,53.448124,52.199707,51.312607
12/7/2005,46.872559,41.542435,40.822956,53.580399,51.989719,50.998501
12/8/2005,46.562878,41.526436,40.799919,53.280621,52.1577,51.493046
12/9/2005,46.854362,41.302536,40.884426,53.448124,52.208099,51.934135
12/12/2005,46.95454,41.422478,40.922829,53.598026,52.140911,51.673508
12/13/2005,46.845234,41.702351,41.329987,53.765533,52.762451,52.214817
12/14/2005,46.817928,41.414474,41.637276,53.959511,52.779228,52.796246
12/15/2005,46.66309,41.294533,41.683357,53.765533,52.905209,52.856392
12/16/2005,46.708622,40.990658,41.691051,53.695004,52.947208,52.896484
12/19/2005,45.879745,40.766762,41.52203,53.139538,53.308369,52.181404
12/20/2005,45.897961,40.702789,41.314629,53.042557,53.182392,52.341789
12/21/2005,45.989052,41.390491,41.475945,53.139538,53.501545,51.820503
12/22/2005,46.289627,41.76638,41.554653,53.166039,53.938263,51.990215
12/23/2005,46.398937,41.919312,41.577801,53.298458,53.955101,52.145073
12/27/2005,45.897961,41.573196,41.354019,52.84819,53.517525,51.868984
12/28/2005,45.934387,41.903233,41.392609,52.93647,53.500702,51.754536
12/29/2005,45.560936,41.838821,41.300003,52.865868,53.307175,51.592918
12/30/2005,45.287693,41.484661,41.099365,52.627472,53.046307,51.485176
1/3/2006,46.262306,42.442497,41.400318,52.883507,53.517525,52.448086
1/4/2006,46.872559,42.756416,41.670414,53.060085,54.148628,52.522152
1/5/2006,47.355335,42.603477,41.608673,52.857025,54.056068,52.185486
1/6/2006,48.147785,43.2313,41.793869,53.280804,54.359009,52.650112
1/9/2006,48.302616,43.191059,42.133404,53.686897,54.79657,52.515415
1/10/2006,48.475674,43.078362,42.117977,53.589794,54.544109,52.542351
1/11/2006,48.940216,42.700062,42.187428,53.837002,54.4095,52.43462
1/12/2006,48.621418,42.313705,41.871044,53.589794,54.325336,52.414417
1/13/2006,48.548557,42.378105,41.917347,53.510342,54.190712,52.818443
1/17/2006,48.147785,42.394215,41.593243,53.280804,54.165474,53.289795
1/18/2006,47.464634,41.862972,41.593243,53.280804,54.17387,53.384056
1/19/2006,47.901829,42.370064,41.616394,53.616283,54.459976,53.794819
1/20/2006,46.408031,41.750286,41.045353,52.804054,53.475471,53.424477
1/23/2006,46.499115,42.201019,41.068497,52.636311,53.349243,53.478317
1/24/2006,46.65398,42.861053,41.323162,53.130703,53.223019,53.868862
1/25/2006,46.571999,42.957638,41.261429,52.874683,53.130455,53.141663
1/26/2006,46.82703,43.496922,41.462063,53.263138,53.441795,52.818443
1/27/2006,47.34621,43.923508,41.871044,53.563309,54.064487,53.027184
1/30/2006,47.519287,44.092545,41.577801,53.386734,53.744728,52.724171
1/31/2006,47.173161,44.277672,41.415752,53.289627,53.744728,52.804981
2/1/2006,47.446415,44.430614,41.516075,53.563309,54.190712,52.831902
2/2/2006,46.590214,43.746437,41.307728,53.483852,53.727901,52.273003
2/3/2006,46.134785,43.440571,41.076218,53.130703,53.475471,51.943066
2/6/2006,46.107456,44.092545,40.968185,53.113068,53.130455,52.232609
2/7/2006,45.934387,42.877144,40.667225,52.874683,52.886421,51.902672
2/8/2006,46.73595,42.804707,40.929607,53.333759,53.559612,51.835331
2/9/2006,46.50824,42.81274,40.975899,53.166039,53.576431,51.970005
2/10/2006,46.590214,42.772499,40.975899,53.413242,53.382896,51.922859
2/13/2006,46.216755,42.192974,40.821564,53.254314,53.391312,51.943066
2/14/2006,46.681305,43.183002,41.215122,53.88998,53.854126,51.767994
2/15/2006,46.845234,43.078362,41.400318,54.260784,54.22438,51.895924
2/16/2006,47.437298,43.593513,41.639526,54.331406,54.636684,52.279747
2/17/2006,46.927231,43.674015,41.654972,53.934113,54.502052,52.865578
2/21/2006,46.326061,43.818882,41.58551,53.71339,54.283287,52.986786
2/22/2006,46.78149,43.891331,42.087109,53.995922,54.729252,53.303253
2/23/2006,46.499115,43.738396,41.963654,53.872314,54.476803,53.033916
2/24/2006,46.599319,43.851082,41.948196,53.766361,54.611446,53.229198
2/27/2006,46.945442,43.42448,42.071674,54.198978,55.006927,53.666862
2/28/2006,46.581116,43.02203,41.570087,53.854652,54.325336,53.276321
3/1/2006,47.555714,43.585461,41.662685,54.207806,54.443153,53.242657
3/2/2006,47.637691,43.851082,41.570087,53.978264,54.375843,53.182049
3/3/2006,47.391777,44.084503,41.500645,53.898815,54.098156,53.00024
3/6/2006,46.981884,43.392288,41.400318,53.642773,53.854126,52.003666
3/7/2006,46.626652,42.836903,41.42347,53.475029,53.837296,51.781445
3/8/2006,46.626652,42.506897,41.755295,53.563309,54.232784,51.855526
3/9/2006,46.071026,42.402256,41.871044,53.263138,53.854126,51.626591
3/10/2006,46.234978,43.142769,42.202858,53.669254,54.030834,51.929596
3/13/2006,46.335175,43.183002,42.295456,53.722244,54.123386,52.165276
3/14/2006,46.981884,43.947662,42.334045,54.287262,54.4095,52.629894
3/15/2006,47.31889,44.414524,42.303188,54.463833,54.603035,52.852093
